,CL7R,CL1R,CL5R,MOD,CT2BIN,DEMOC,CL2R,FEMALE,COLGRD,CL9R,CON,WWWWHITE,SOMCOL,INDEP,BABS,REPUB,CL8R,AGE65PLM,COMHS,AGE4049M,IWER3,CD4A_A,W12EDUC3,PTYID3,W2TOTCL,WWWBLACK,STRATA,AGE3039,VPROUD,FIPCOM,DOG6R,LIB,DOG3R,AGE5059M,P17_A,CL7,W1TRUAM2,F3,DOG4R,CD7_A,WWWHOMLN,CD15,CT1A,PROUD,AGE1829,CL9,SEC5,COMPLET2,ADVDEG,GT2,CENSDIV,W2CIVLIB,EDUCAT4,WWWAGEC1,CL1,CL2,INCA,W1STATE,CL5,FIP2,X1,CL4A,WWWEDU3,INCOME,B1,MEANFR,CL6B,FIP1,WWWEDU5,CL10R,CD8,W2SECURE,SEC4,WWWHISP,CL8,WWWAGE,IWER1,CD6,CLPROP,WWWRACE3,WWWRACE4,NEWRACE,MNDOG,AGE6064M,V1_B,POLINT,RI2_A,LOPROU,B2,LTHS,DOG2R,USAWT2RC,DOG5R,USAWT1RV,DOG1R,WWWBRNUS,PFR5R,F5,PFR1R,DG3,W3IWER4_A
64,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1,1.0,-1.0,1.0,1.0,0.5,-1.0,-0.5,-1.0,0.0,0.33333333333333326,-0.19999999999999996,1.0,-1.0,0.0,-1.0,-0.8,0.3333333333333335,-1.0,1.0,0.33333333333333326,1.0,-1.0,-1.0,0.0,-0.3548387096774195,-1.0,0.3333333333333335,-0.6666666666666666,-0.9999999999999999,-0.9999999999999999,0.0,-0.07407407407407407,0.1428571428571428,-0.9999999999999999,0.0,0.5,0.0,-0.5,-0.9999999999999999,-0.9999999999999999,0.5,-1.0,0.0,1.0,0.25,-1.0,0.3333333333333335,-1,0.1428571428571428,-0.8529411764705884,1.0,-0.11111111111111116,0.12676056338040653,-1,-0.9999999999999999,-1.0,0.08333333333334991,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,-0.25,-1.0,-0.25,-0.5354787148782252,-0.25,1.0,-0.9999999999999999,-0.1428571428571428,-1.0,-0.4285714285714285,0
93,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0000000000000002,1,0.0,-1.0,1.0,0.0,0.5,-1.0,1.0,-1.0,0.0,0.33333333333333326,-1.0,-0.33333333333333326,-0.5,0.75,-1.0,-0.8,-0.33333333333333326,-1.0,-1.0,0.33333333333333326,-0.33333333333333326,-1.0,-1.0,0.75,0.29032258064516125,-0.09090909090909083,-0.33333333333333326,0.0,-0.9999999999999999,-0.9999999999999999,0.0,-0.6296296296296295,0.1428571428571428,-0.9999999999999999,1.0,-1.0,0.0,-0.75,-0.9999999999999999,0.3333333333333335,-1.0,0.0,-0.5,1.0,0.25,0.40000000000000013,-0.9999999999999999,-1,-0.9999999999999999,-0.17647058823529438,1.0,0.5555555555555554,-0.267605633802799,0,-0.33333333333333326,0.0,0.08333333333334991,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,-0.75,-1.0,-0.25,-1.0,-0.75,1.0,-0.4285714285714285,-0.7142857142857142,-0.25,-0.9999999999999999,0
2,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,1.0000000000000002,-1,1.0,-1.0,1.0,1.0,-0.5,1.0,0.5,-1.0,0.9999999999999998,0.33333333333333326,-1.0,1.0,-1.0,0.75,-1.0,-0.8,0.3333333333333335,-1.0,1.0,0.33333333333333326,-0.33333333333333326,-1.0,-1.0,0.0,0.29032258064516125,0.4545454545454546,0.3333333333333335,-0.6666666666666666,0.1428571428571428,0.1428571428571428,-1.0,-0.5925925925925926,0.1428571428571428,-0.9999999999999999,0.5,0.5,0.0,0.25,0.1428571428571428,-0.19999999999999973,0.5,-1.0,0.0,1.0,-1.0,-0.19999999999999996,-0.33333333333333326,-1,0.1428571428571428,-0.8235294117647061,1.0,-0.7777777777777778,0.49295774647888013,-1,-0.9999999999999999,-1.0,-0.25,-1.0,-0.75,0.3333333333333335,-1.0,-1.0,0.1428571428571428,-1.0,-0.75,-1.0,-0.25,-1.0,-0.75,1.0,-0.7142857142857142,-0.4285714285714285,-0.25,-0.7142857142857142,0
4,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,0.0,-1.0,1,0.0,1.0,1.0,0.0,-1.0,-1.0,-0.5,-1.0,0.0,-1.0,-0.19999999999999996,-0.9999999999999999,-1.0,0.0,-1.0,-0.8,-0.33333333333333326,-1.0,-1.0,0.33333333333333326,-0.9999999999999999,-1.0,-1.0,0.0,0.29032258064516125,-1.0,-0.33333333333333326,-0.33333333333333326,-0.9999999999999999,-0.9999999999999999,-1.0,-0.14814814814814814,-0.9999999999999999,-0.9999999999999999,1.0,0.0,0.0,0.0,0.1428571428571428,-0.06666666666666665,-1.0,0.0,-0.5,1.0,0.25,-1.0,-0.9999999999999999,-1,-0.9999999999999999,-0.7058823529411766,1.0,-0.7777777777777778,-0.15492957746488512,0,-0.33333333333333326,0.0,-0.4166666666666501,-1.0,-0.75,-0.33333333333333326,-1.0,-1.0,0.1428571428571428,-1.0,-0.25,-1.0,-1.0,-0.864110362440223,-0.25,1.0,-0.9999999999999999,-0.1428571428571428,-0.5,-0.4285714285714285,0
74,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,0.8181818181818183,-1,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-0.5,-1.0,-1.0,-1.0,0.6000000000000001,-0.33333333333333326,1.0,-0.75,-1.0,-0.8,0.3333333333333335,-1.0,-1.0,0.33333333333333326,-0.9999999999999999,-1.0,1.0,0.0,0.29032258064516125,-0.09090909090909083,1.0,0.0,-0.9999999999999999,0.1428571428571428,-1.0,-0.5925925925925926,-0.9999999999999999,-0.9999999999999999,0.5,0.0,1.0,0.5,-0.9999999999999999,0.06666666666666687,0.5,-1.0,1.0,1.0,-0.25,0.19999999999999996,-0.9999999999999999,-1,0.1428571428571428,-0.1470588235294119,1.0,-0.11111111111111116,0.40845070422544505,-1,-0.9999999999999999,-1.0,0.1666666666666501,-1.0,-1.0,1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-0.25,-0.9917887648264643,-0.25,-0.9944260280347961,-0.25,1.0,-0.9999999999999999,-0.1428571428571428,-0.25,-0.4285714285714285,0
46,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1.0,1.0,1.0,0.5,-1.0,1.0,-1.0,-1.0,-1.0,-0.19999999999999996,0.3333333333333335,-0.5,-0.75,-1.0,-0.8,0.3333333333333335,-1.0,-1.0,0.33333333333333326,-0.9999999999999999,-1.0,-1.0,0.0,0.9354838709677418,-1.0,-0.33333333333333326,0.0,-0.9999999999999999,-0.9999999999999999,-1.0,0.7777777777777777,-0.9999999999999999,-0.9999999999999999,1.0,0.0,0.0,0.75,-0.9999999999999999,-0.5999999999999999,0.0,-1.0,-0.5,1.0,-1.0,-1.0,-0.33333333333333326,-1,-0.9999999999999999,-0.2941176470588236,1.0,-0.11111111111111116,-0.15492957746488512,-1,-0.9999999999999999,-1.0,0.25,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,-0.25,-1.0,-0.75,-0.5660961171909473,-0.25,1.0,-0.9999999999999999,-0.1428571428571428,-1.0,-0.9999999999999999,0
8,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,-1.0,1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,0.0,-1.0,-0.6,-0.33333333333333326,-1.0,0.0,-1.0,-0.8,0.3333333333333335,1.0,1.0,0.33333333333333326,-0.9999999999999999,-1.0,1.0,0.0,0.29032258064516125,-1.0,1.0,-0.6666666666666666,0.1428571428571428,0.1428571428571428,-1.0,-0.6296296296296295,0.1428571428571428,0.1428571428571428,1.0,0.5,1.0,0.75,-0.9999999999999999,0.06666666666666687,0.5,0.0,1.0,1.0,0.25,-1.0,-0.33333333333333326,-1,0.1428571428571428,-0.7647058823529413,1.0,-0.11111111111111116,0.9718309859155216,0,-0.33333333333333326,0.0,-0.75,-1.0,-0.75,1.0,-1.0,-1.0,1.0,-1.0,-0.75,-1.0,-1.0,-0.9695169829738949,-0.75,1.0,-0.7142857142857142,-0.4285714285714285,-0.75,-0.4285714285714285,0
95,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,1.0000000000000002,-1,1.0,-1.0,1.0,0.0,0.5,-1.0,0.5,-1.0,-1.0,0.33333333333333326,0.20000000000000018,-0.9999999999999999,-0.5,-1.0,-1.0,-0.8,1.0,-1.0,1.0,0.33333333333333326,-0.9999999999999999,1.0,-1.0,-1.0,0.9354838709677418,0.6363636363636365,0.3333333333333335,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,0.7777777777777777,-0.9999999999999999,-0.9999999999999999,-0.5,0.5,0.0,0.0,-0.9999999999999999,-0.06666666666666665,0.5,0.0,0.0,1.0,-1.0,-0.4,-0.33333333333333326,-1,0.1428571428571428,-0.911764705882353,-1.0,1.0,0.12676056338040653,-1,-0.9999999999999999,-1.0,0.1666666666666501,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,-0.25,0.152852905907505,-0.75,-0.2052822780179827,-0.25,1.0,-0.7142857142857142,-0.4285714285714285,-0.75,-0.7142857142857142,0
39,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,0.33333333333333326,0.6000000000000001,-0.9999999999999999,-1.0,-0.75,1.0,-0.8,1.0,-1.0,-1.0,0.33333333333333326,-0.9999999999999999,-1.0,-1.0,1.0,0.41935483870967727,-1.0,1.0,0.33333333333333326,0.1428571428571428,-0.9999999999999999,-1.0,0.7407407407407407,-0.9999999999999999,0.1428571428571428,0.0,0.0,1.0,0.0,-0.9999999999999999,-0.5999999999999999,-1.0,1.0,0.5,1.0,-0.25,-1.0,-0.9999999999999999,1,-0.9999999999999999,0.11764705882352922,1.0,-0.11111111111111116,-0.15492957746488512,-1,0.3333333333333335,-1.0,-0.25,-1.0,-1.0,1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.0,-1.0,-0.75,-0.9903375327631745,-1.0,1.0,-0.9999999999999999,-0.1428571428571428,-1.0,-0.1428571428571428,0
139,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0000000000000002,-1,1.0,-1.0,1.0,0.0,-0.5,-1.0,-1.0,-1.0,0.0,-1.0,0.20000000000000018,-0.33333333333333326,1.0,0.75,1.0,0.40000000000000013,-0.9999999999999999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.75,0.29032258064516125,-0.09090909090909083,1.0,0.9999999999999998,-0.9999999999999999,0.1428571428571428,-1.0,0.962962962962963,-0.9999999999999999,-0.9999999999999999,-0.5,0.0,1.0,0.0,-0.9999999999999999,-0.46666666666666656,0.5,0.0,0.5,1.0,-0.25,0.40000000000000013,-0.9999999999999999,-1,-0.9999999999999999,0.5882352941176467,1.0,-0.11111111111111116,-0.15492957746488512,-1,-0.9999999999999999,-1.0,-0.1666666666666501,-1.0,-1.0,1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.0,-0.6957932412821969,-1.0,-0.7497796003333133,-0.75,1.0,-0.9999999999999999,-0.1428571428571428,-1.0,-0.1428571428571428,1
149,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,1.0000000000000002,-1,1.0,-1.0,1.0,1.0,-1.0,-1.0,-0.5,1.0,0.0,0.33333333333333326,-0.19999999999999996,-0.9999999999999999,-1.0,0.0,-1.0,-0.8,0.3333333333333335,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,1.0,0.0,-1.0,-0.4545454545454545,1.0,0.33333333333333326,-0.9999999999999999,-0.9999999999999999,-1.0,0.18518518518518512,-0.9999999999999999,-0.9999999999999999,-0.5,0.0,1.0,0.75,-0.9999999999999999,0.7333333333333334,0.5,-1.0,1.0,1.0,-1.0,0.8,-0.9999999999999999,-1,-0.9999999999999999,0.0588235294117645,1.0,-0.11111111111111116,-0.7183098591549617,-1,-0.9999999999999999,-1.0,-0.83333333333335,-1.0,-0.75,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-0.717507290846836,-1.0,-0.8046587478963358,-0.75,1.0,-0.1428571428571428,-0.9999999999999999,-0.5,-0.4285714285714285,1
107,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0000000000000002,-1,1.0,-1.0,1.0,1.0,0.5,-1.0,-1.0,1.0,-1.0,0.33333333333333326,-1.0,-0.33333333333333326,-1.0,-0.75,-1.0,-0.8,1.0,-1.0,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,0.0,-0.29032258064516125,-0.09090909090909083,-0.33333333333333326,0.33333333333333326,-0.9999999999999999,-0.9999999999999999,-1.0,-0.33333333333333326,0.1428571428571428,-0.9999999999999999,0.0,0.0,0.0,0.5,-0.9999999999999999,-0.06666666666666665,0.5,-1.0,-0.5,1.0,-1.0,0.40000000000000013,-0.33333333333333326,-1,0.1428571428571428,0.1470588235294117,1.0,-0.11111111111111116,-0.267605633802799,-1,-0.9999999999999999,-1.0,-0.08333333333334991,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,0.0,-1.0,-0.25,-1.0,-0.75,1.0,-0.4285714285714285,-0.7142857142857142,-0.75,-0.1428571428571428,1
183,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0000000000000002,1,0.0,-1.0,1.0,-1.0,-0.5,1.0,-0.5,-1.0,0.9999999999999998,0.33333333333333326,1.0,1.0,1.0,0.75,-1.0,0.40000000000000013,0.3333333333333335,-1.0,-1.0,0.33333333333333326,-0.9999999999999999,-1.0,-1.0,-1.0,-0.935483870967742,0.6363636363636365,-0.33333333333333326,0.9999999999999998,-0.9999999999999999,-0.9999999999999999,0.0,0.5185185185185184,0.1428571428571428,0.1428571428571428,1.0,0.5,0.0,-0.75,1.0,-0.9999999999999999,0.5,0.0,-0.5,1.0,-1.0,-0.4,-0.33333333333333326,-1,0.1428571428571428,0.8529411764705879,1.0,-0.11111111111111116,0.12676056338040653,0,-0.33333333333333326,0.0,0.1666666666666501,-1.0,-0.75,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,0.0,-0.9557346689987244,-0.75,-0.9559232172312223,-0.25,1.0,-0.9999999999999999,-0.1428571428571428,-1.0,-0.4285714285714285,1
131,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1,0.0,-1.0,1.0,1.0,-0.5,-1.0,-1.0,1.0,0.0,-1.0,-1.0,0.3333333333333335,-1.0,0.75,-1.0,-0.8,-0.33333333333333326,-1.0,-1.0,-1.0,-0.33333333333333326,-1.0,-1.0,-1.0,0.29032258064516125,0.09090909090909105,1.0,0.33333333333333326,-0.9999999999999999,-0.9999999999999999,-1.0,-0.14814814814814814,0.1428571428571428,-0.9999999999999999,0.5,0.0,1.0,0.75,0.1428571428571428,-0.19999999999999973,0.0,-1.0,0.5,1.0,-1.0,0.19999999999999996,-0.33333333333333326,-1,0.1428571428571428,-0.05882352941176494,1.0,-0.11111111111111116,-0.014084507042239292,0,-0.33333333333333326,0.0,-0.75,-1.0,-0.75,1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.75,-1.0,-0.75,1.0,-0.7142857142857142,-0.4285714285714285,-0.75,-0.1428571428571428,1
140,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0000000000000002,-1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.5,-1.0,0.0,-1.0,-1.0,0.3333333333333335,-1.0,0.75,-1.0,-0.6,-0.33333333333333326,-1.0,-1.0,0.33333333333333326,0.3333333333333335,-1.0,-1.0,-1.0,-0.29032258064516125,0.4545454545454546,1.0,0.0,-0.9999999999999999,-0.9999999999999999,-1.0,-0.03703703703703698,0.1428571428571428,-0.9999999999999999,0.5,0.0,1.0,0.75,0.1428571428571428,-0.46666666666666656,0.5,-1.0,0.5,1.0,-1.0,-0.19999999999999996,-0.9999999999999999,-1,0.1428571428571428,-0.23529411764705888,1.0,-0.7777777777777778,0.49295774647888013,-1,-0.9999999999999999,-1.0,-0.83333333333335,-1.0,-0.75,0.3333333333333335,-1.0,1.0,0.1428571428571428,-1.0,-1.0,-1.0,-1.0,-1.0,-0.75,1.0,-0.7142857142857142,-0.4285714285714285,-0.75,-0.4285714285714285,1
196,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,1.0000000000000002,-1,1.0,-1.0,-1.0,1.0,-0.5,-1.0,-0.5,1.0,0.0,-1.0,-1.0,-0.33333333333333326,-1.0,0.0,-1.0,-0.6,0.3333333333333335,1.0,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,-1.0,-0.3548387096774195,0.2727272727272727,-0.33333333333333326,0.33333333333333326,0.1428571428571428,-0.9999999999999999,-1.0,0.9999999999999998,0.1428571428571428,-0.9999999999999999,-0.5,0.0,0.0,0.0,0.1428571428571428,-0.5,1.0,-1.0,-0.5,1.0,-1.0,0.0,-0.33333333333333326,-1,0.1428571428571428,-0.02941176470588247,1.0,-1.0,0.23943661971832042,-1,-0.9999999999999999,-1.0,-0.4166666666666501,-1.0,-0.75,0.3333333333333335,-1.0,-1.0,0.1428571428571428,-1.0,-0.75,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,-1.0,-0.4285714285714285,1
229,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0000000000000002,1,-1.0,-1.0,1.0,1.0,0.5,1.0,1.0,-1.0,0.9999999999999998,0.33333333333333326,0.6000000000000001,0.3333333333333335,-1.0,0.75,-1.0,0.40000000000000013,0.3333333333333335,-1.0,-1.0,0.33333333333333326,0.3333333333333335,-1.0,-1.0,-1.0,0.9999999999999998,0.09090909090909105,-0.9999999999999999,0.9999999999999998,0.1428571428571428,0.1428571428571428,-1.0,-0.8148148148148148,-0.9999999999999999,-0.9999999999999999,1.0,0.0,-1.0,-0.25,-0.9999999999999999,-0.06666666666666665,-1.0,-1.0,-1.0,1.0,-1.0,0.19999999999999996,-0.9999999999999999,-1,0.1428571428571428,0.4117647058823528,1.0,-0.11111111111111116,0.40845070422544505,0,-0.33333333333333326,0.0,0.5833333333333499,-1.0,-0.75,-0.33333333333333326,-1.0,-1.0,-0.9999999999999999,1.0,0.0,-0.92575356393411,0.0,-0.9511061093668065,0.0,1.0,-0.4285714285714285,-0.7142857142857142,-0.75,-0.9999999999999999,1
223,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0000000000000002,-1,1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.19999999999999996,-0.33333333333333326,-0.5,0.75,-1.0,0.8,0.3333333333333335,-1.0,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,-1.0,-0.3548387096774195,-0.09090909090909083,1.0,0.0,-0.9999999999999999,-0.9999999999999999,-1.0,0.40740740740740744,-0.9999999999999999,0.1428571428571428,0.5,0.5,1.0,0.75,-0.9999999999999999,-0.06666666666666665,0.5,-1.0,0.5,1.0,-1.0,0.40000000000000013,-0.9999999999999999,-1,-0.9999999999999999,-0.20588235294117663,1.0,-0.11111111111111116,-0.4366197183099234,-1,-0.9999999999999999,-1.0,-0.5,-1.0,-0.75,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-0.6462033067973292,-1.0,-0.7173553259141485,-0.75,1.0,-0.7142857142857142,-0.4285714285714285,-0.75,-0.1428571428571428,1
234,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0000000000000002,-1,0.0,1.0,1.0,1.0,-1.0,-1.0,-0.5,-1.0,0.0,-1.0,0.20000000000000018,0.3333333333333335,-1.0,0.75,-1.0,-0.8,-0.9999999999999999,-1.0,-1.0,0.33333333333333326,0.3333333333333335,-1.0,-1.0,0.75,0.29032258064516125,0.6363636363636365,1.0,-0.33333333333333326,0.1428571428571428,-0.9999999999999999,-1.0,-0.5555555555555556,0.1428571428571428,-0.9999999999999999,1.0,0.5,1.0,0.5,0.1428571428571428,-0.33333333333333326,0.5,0.75,0.5,1.0,0.25,-0.4,-0.33333333333333326,-1,0.1428571428571428,-0.5294117647058825,1.0,-1.0,0.6901408450704831,-1,-0.9999999999999999,-1.0,-0.58333333333335,-1.0,-0.75,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,0.0,-0.9913739748208712,-1.0,-0.9929048010735015,-1.0,1.0,-0.7142857142857142,-0.4285714285714285,-0.75,-0.4285714285714285,1
211,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0000000000000002,-1,1.0,-1.0,1.0,0.0,0.5,-1.0,0.5,-1.0,-1.0,0.33333333333333326,-1.0,-0.9999999999999999,1.0,-0.75,-1.0,0.40000000000000013,-0.33333333333333326,-1.0,-1.0,0.33333333333333326,-0.33333333333333326,-1.0,-1.0,-1.0,0.41935483870967727,-0.09090909090909083,1.0,0.6666666666666667,0.1428571428571428,-0.9999999999999999,-1.0,-0.2222222222222222,-0.9999999999999999,-0.9999999999999999,0.0,0.0,1.0,0.0,-0.9999999999999999,0.4666666666666668,-1.0,0.0,0.5,1.0,-0.25,0.40000000000000013,-0.9999999999999999,-1,0.1428571428571428,0.2058823529411764,1.0,0.5555555555555554,-0.267605633802799,-1,-0.9999999999999999,-1.0,0.7999999999999998,1.0,-1.0,1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.0,-1.0,1.0,-1.0,0.0,1.0,-0.7142857142857142,-0.4285714285714285,-0.25,-0.7142857142857142,1
249,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.8181818181818183,-1,1.0,1.0,1.0,-1.0,-0.5,-1.0,1.0,-1.0,0.0,-1.0,-0.19999999999999996,0.3333333333333335,-1.0,-0.75,-1.0,-0.8,0.3333333333333335,-1.0,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,0.0,0.41935483870967727,0.09090909090909105,1.0,-0.33333333333333326,0.1428571428571428,0.1428571428571428,-1.0,-0.8518518518518519,0.1428571428571428,1.0,0.0,0.5,1.0,-0.25,-0.9999999999999999,-0.19999999999999973,0.5,0.0,0.5,1.0,0.25,0.0,-0.9999999999999999,-1,0.1428571428571428,-0.5588235294117649,1.0,-0.11111111111111116,0.6901408450704831,-1,-0.9999999999999999,-1.0,-0.3333333333333499,-1.0,1.0,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-0.6455041085325135,-0.75,-0.7084150792144075,-0.5,1.0,-0.7142857142857142,-0.4285714285714285,-0.75,-0.9999999999999999,1
130,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0000000000000002,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.5,-1.0,0.0,0.33333333333333326,-1.0,0.3333333333333335,-1.0,0.75,-1.0,0.8,0.3333333333333335,1.0,-1.0,0.33333333333333326,-0.33333333333333326,-1.0,-1.0,0.75,-0.935483870967742,0.09090909090909105,1.0,0.9999999999999998,0.1428571428571428,-0.9999999999999999,-1.0,0.2962962962962963,0.1428571428571428,-0.9999999999999999,1.0,0.5,1.0,0.5,-0.9999999999999999,-0.8666666666666666,0.0,-1.0,0.5,1.0,-1.0,0.19999999999999996,-0.33333333333333326,-1,0.1428571428571428,0.4117647058823528,1.0,-0.33333333333333337,-0.014084507042239292,-1,-0.9999999999999999,-1.0,-0.3333333333333499,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,-0.25,-1.0,-0.75,-1.0,-0.75,-1.0,-0.9999999999999999,-0.1428571428571428,-1.0,-0.7142857142857142,1
